Age,Income,CreditScore,HouseholdSize,MedianHomeValue,MedianHouseholdIncome,Debt,LoanTerm,InterestRate,CreditIncidents,HomeValue,LoanAmount,ProductType,LoanStatus
84,20928,659,1,79400,29156,11301.12,480,0.037,6,158800,79400,1,0
43,400007,790,2,743200,99412,4000.07,180,0.044,2,1932320,1545856,4,1
51,378684,785,2,104500,30678,68163.12,180,0.043,6,271700,54340,3,0
26,29972,636,4,111700,33558,17683.48,480,0.043,3,245740,73722,3,1
94,824863,784,6,240700,60407,57740.41,420,0.042,4,649890,389934,2,1
90,497895,788,2,139200,58247,19915.8,180,0.037,2,403680,282576,1,1
82,437126,690,1,140200,46709,227305.52,360,0.04,1,392560,157024,2,1
68,17686,640,1,189900,34071,12380.2,180,0.04,3,303840,91152,2,1
63,41963,638,3,111700,33558,36088.18,360,0.036,2,279250,55850,3,1
29,27885,758,2,218200,54758,4461.6,480,0.041,0,436400,392760,2,1
80,759213,798,3,197300,65393,30368.52,420,0.038,2,512980,256490,3,1
62,110967,776,2,144500,57821,13316.04,360,0.038,1,361250,325125,3,1
83,164458,771,4,512700,68368,37825.34,420,0.037,4,974130,389652,1,1
52,49501,639,1,268300,59574,37125.75,420,0.042,1,590260,295130,3,1
39,42362,629,4,234700,48853,33889.6,480,0.045,0,539810,53981,3,1
21,55879,707,3,214500,44209,15646.12,180,0.045,0,407550,81510,3,1
72,12950,769,2,207700,65692,2849,360,0.041,2,373860,74772,2,1
94,13934,641,3,195200,55614,10311.16,360,0.044,3,351360,175680,3,1
35,40057,653,4,147600,41948,18025.65,480,0.044,4,265680,159408,2,1
88,768785,798,4,230700,35336,61502.8,480,0.035,1,669030,200709,1,1
39,620883,797,3,403800,32945,68297.13,180,0.042,0,1090260,872208,4,1
57,320846,797,1,81000,39854,9625.38,180,0.041,2,234900,70470,3,1
54,299688,797,7,202100,61672,14984.4,420,0.041,0,505250,101050,2,1
96,50681,675,1,726500,63739,24833.69,420,0.04,3,1888900,566670,3,1
87,41552,645,2,107800,48720,39889.92,480,0.042,1,226380,203742,3,1
77,294862,793,3,325800,53798,47177.92,360,0.042,0,944820,283446,3,1
90,778684,792,4,555700,82313,147949.96,480,0.037,0,1389250,1111400,4,1
71,43181,650,1,237200,68422,21590.5,360,0.036,4,498120,348684,1,1
40,44594,658,3,299400,87288,21405.12,360,0.036,2,568860,170658,1,1
50,19253,635,1,546300,52445,14054.69,180,0.037,1,928710,278613,3,1
63,359257,783,4,285000,46312,53888.55,180,0.035,4,798000,399000,1,1
31,368683,796,1,217400,75365,51615.62,480,0.038,4,630460,252184,2,1
51,47875,622,1,90000,25465,44045,180,0.037,5,198000,118800,2,0
22,58202,710,3,179000,45098,18042.62,360,0.045,2,358000,107400,3,1
53,429255,786,1,316600,64738,55803.15,360,0.044,0,854820,769338,3,1
86,405315,783,3,207700,65692,24318.9,420,0.04,1,560790,168237,3,1
26,25375,649,1,330300,82746,22583.75,420,0.036,2,561510,393057,3,0
60,662313,784,3,186100,56862,112593.21,360,0.04,5,465250,232625,3,1
28,19620,663,6,179000,46133,9417.6,360,0.039,0,304300,152150,3,1
64,630570,793,2,74300,17174,126114,480,0.039,0,200610,140427,3,1
53,478374,797,4,448200,39409,9567.48,420,0.038,5,1299780,519912,3,1
97,43947,653,7,325800,53798,21973.5,180,0.038,6,847080,169416,3,0
31,56680,652,1,57500,30000,28340,480,0.043,4,143750,57500,2,1
48,35841,633,4,119400,43935,20787.78,420,0.038,1,310440,248352,2,1
100,50717,689,4,48600,30060,27894.35,180,0.038,3,126360,113724,2,1
93,58796,688,2,88300,41305,31161.88,180,0.038,6,203090,101545,2,0
80,25405,627,2,151500,56696,19053.75,420,0.044,2,272700,190890,2,1
60,17369,638,4,219500,59422,11637.23,360,0.038,3,395100,197550,3,1
47,13748,657,2,58500,20410,5911.64,480,0.036,4,111150,33345,1,1
41,754278,780,9,714000,82411,135770.04,360,0.038,4,1785000,892500,4,1
32,29373,623,1,512700,68368,27316.89,180,0.044,4,1281750,384525,2,0
57,22220,624,3,325800,53798,13998.6,420,0.044,4,619020,495216,3,1
68,56766,710,3,242500,73424,9082.56,180,0.037,2,533500,106700,1,1
82,31259,769,3,219300,81031,9377.7,480,0.044,6,614040,245616,2,0
87,33651,640,1,242500,73424,18844.56,480,0.036,0,582000,407400,2,1
82,41180,646,3,71900,39272,25119.8,420,0.044,4,194130,19413,3,1
67,79255,666,1,114700,39503,31702,420,0.035,2,309690,154845,1,1
22,25040,647,3,218000,85602,14523.2,180,0.039,6,392400,196200,2,0
91,24046,777,7,160100,49333,3125.98,180,0.037,0,288180,172908,1,1
68,876821,786,1,512700,68368,0,360,0.037,6,1486830,594732,1,0
71,32097,632,4,326800,85354,23109.84,180,0.04,4,849680,254904,2,0
27,19109,657,3,119400,43935,9172.32,360,0.044,2,202980,101490,3,1
94,29786,644,1,178600,64930,19063.04,480,0.04,1,410780,328624,2,1
90,269368,633,3,186100,56862,220881.76,420,0.038,6,465250,279150,2,0
28,54111,665,3,124500,37996,21103.29,180,0.043,4,249000,174300,3,1
41,42174,659,4,283900,80235,22352.22,360,0.04,4,652970,391782,3,1
51,826917,792,1,160100,49333,148845.06,480,0.039,2,432270,129681,3,1
79,53134,652,1,220400,65559,29223.7,480,0.043,1,617120,185136,3,1
73,40980,644,3,219500,59422,23358.6,360,0.037,2,460950,92190,2,1
65,25254,658,3,122800,58366,11111.76,360,0.039,3,233320,139992,2,1
64,16473,652,2,103900,38545,7907.04,180,0.045,1,207800,41560,3,1
30,10451,659,6,213800,74276,4702.95,420,0.039,0,406220,40622,2,0
84,760219,792,2,283100,58707,60817.52,480,0.037,4,736060,147212,1,1
93,300321,787,4,114700,39503,48051.36,480,0.041,0,309690,216783,2,1
54,867655,782,2,171200,33630,156177.9,180,0.043,5,462240,92448,2,1
64,872225,794,2,162000,50817,78500.25,360,0.035,5,486000,340200,1,1
97,59966,667,1,366900,84843,26984.7,420,0.037,3,917250,733800,1,1
69,115602,763,6,459400,75056,27744.48,180,0.044,0,1148500,344550,2,1
65,13103,645,3,197300,65393,10351.37,420,0.036,4,374870,299896,2,0
69,761990,784,2,137100,36600,60959.2,420,0.038,4,356460,71292,2,1
95,22364,668,4,197300,65393,10511.08,480,0.039,1,335410,67082,2,1
89,694099,798,4,220400,65559,34704.95,360,0.043,4,551000,220400,3,1
57,28247,630,2,137100,37889,22597.6,180,0.044,1,205650,143955,3,1
80,27650,630,1,283900,80235,17419.5,360,0.037,4,539410,269705,3,1
52,46398,798,3,223100,67956,7423.68,180,0.036,0,580060,232024,1,1
84,45590,641,6,168700,61203,41942.8,480,0.035,3,404880,161952,2,1
79,929420,785,4,196400,88853,27882.6,480,0.041,4,530280,424224,2,1
71,23562,666,3,129500,43190,9189.18,480,0.037,3,220150,44030,1,1
30,46626,629,4,743200,99412,41030.88,180,0.035,3,1783680,535104,3,0
65,462219,799,4,179000,45098,83199.42,480,0.035,0,519100,415280,1,1
20,10775,663,4,448200,39409,4202.25,360,0.037,6,806760,645408,1,0
29,15367,632,4,255000,56444,8451.85,480,0.038,5,484500,339150,2,0
51,619360,792,4,304400,55698,6193.6,480,0.042,2,913200,182640,3,1
28,11415,648,1,330300,82746,10958.4,360,0.044,2,594540,297270,3,0
55,134335,760,1,231900,75572,17463.55,180,0.038,3,556560,55656,2,1
100,29135,781,1,174100,57404,874.05,420,0.036,4,330790,165395,1,1
29,29967,634,4,168700,61203,19478.55,480,0.041,2,455490,227745,3,1
89,53239,715,3,207700,65692,13842.14,480,0.04,5,477710,143313,3,1
56,46139,632,3,138000,51830,27683.4,420,0.036,6,372600,335340,2,0
61,36095,655,2,646500,91353,15520.85,480,0.038,1,1422300,426690,3,1
57,31626,639,1,253800,49881,22138.2,480,0.043,3,634500,63450,2,1
69,32768,668,2,119400,43935,14745.6,360,0.038,4,334320,300888,2,1
28,287335,786,3,223100,67956,54593.65,480,0.041,0,646990,517592,3,1
78,28770,640,1,230700,35336,21577.5,480,0.039,4,369120,295296,3,0
59,14697,668,1,237200,68422,5878.8,420,0.036,1,474400,142320,1,1
84,46517,632,2,170000,55900,30701.22,360,0.036,6,425000,297500,3,0
96,902433,798,2,122800,58366,108291.96,420,0.041,2,343840,171920,2,1
62,19326,635,4,547800,56716,17586.66,180,0.038,2,821700,164340,2,1
64,21093,650,3,230700,35336,8648.13,180,0.038,1,415260,290682,3,1
21,53953,652,2,170000,55900,28055.56,360,0.039,0,459000,367200,2,1
100,55286,668,2,173700,60312,22667.26,180,0.036,1,364770,145908,1,1
23,32150,643,2,179000,45098,18325.5,480,0.045,6,340100,238070,2,0
40,84084,687,4,202100,61672,38678.64,420,0.038,4,404200,161680,2,1
43,520101,623,2,119400,43935,421281.81,180,0.041,4,322380,257904,2,0
78,45466,760,2,223100,67956,14549.12,180,0.041,0,401580,240948,3,1
72,13912,642,3,104500,30678,10990.48,420,0.042,2,209000,125400,2,1
87,416635,780,7,297500,49446,41663.5,180,0.04,2,773500,386750,2,1
87,416635,780,7,297500,49446,41663.5,360,0.036,1,168200,16820,3,1
76,27268,635,4,84100,40742,20178.32,180,0.04,2,773500,386750,2,1
76,27268,635,4,84100,40742,20178.32,360,0.036,1,168200,16820,3,1
84,824056,782,1,189600,51744,140089.52,480,0.039,2,511920,255960,3,1
32,41098,627,4,78200,32470,32878.4,480,0.042,6,187680,56304,2,0
39,22125,637,1,88300,41305,18806.25,360,0.041,0,150110,120088,3,1
39,33173,641,1,257500,52032,19572.07,180,0.043,1,566500,283250,3,1
71,132360,667,1,144500,57821,60885.6,420,0.044,6,274550,164730,2,0
57,136903,773,3,219500,59422,30118.66,420,0.039,3,482900,48290,3,1
85,34871,644,8,385100,84905,27896.8,180,0.037,1,808710,485226,3,0
27,806760,798,10,231900,75572,40338,420,0.036,2,602940,422058,1,1
92,11152,663,1,234700,48853,4795.36,420,0.04,4,445930,312151,2,1
57,58748,675,1,726500,63739,28199.04,180,0.043,6,1307700,392310,3,0
57,55256,703,2,351000,71720,14366.56,420,0.044,1,912600,91260,2,1
36,34371,630,2,366900,84843,25778.25,360,0.042,4,990630,495315,2,0
60,23703,636,4,117100,37095,20621.61,420,0.036,1,210780,189702,2,1
40,37272,641,1,155600,28949,33172.08,480,0.042,1,373440,298752,3,1
20,581587,785,1,201000,76124,23263.48,420,0.04,4,542700,379890,3,1
64,124602,750,2,255000,56444,29904.48,480,0.035,2,637500,255000,1,1
81,796132,793,1,237200,68422,7961.32,180,0.045,5,640440,448308,3,1
64,58077,689,1,348900,123851,27296.19,420,0.036,0,662910,66291,1,1
49,579969,790,8,162000,50817,86995.35,420,0.041,6,437400,43740,2,0
42,485828,780,1,102600,41626,82590.76,420,0.043,1,277020,138510,2,1
72,15780,657,1,122800,58366,7416.6,480,0.042,1,233320,139992,2,1
89,26122,655,10,127300,45059,13322.22,420,0.04,4,241870,96748,3,1
70,22341,640,1,217400,75365,18543.03,480,0.038,6,391320,195660,2,0
51,56521,656,4,70600,26767,28825.71,420,0.037,4,169440,101664,1,1
58,837087,788,1,443300,114257,16741.74,360,0.035,3,1241240,744744,1,1
55,15531,642,2,191100,45363,13822.59,180,0.042,3,382200,114660,3,1
24,839757,788,4,220400,65559,142758.69,180,0.038,0,617120,431984,2,1
64,34256,793,1,129500,43190,5480.96,180,0.036,2,246050,123025,1,1
69,29294,664,6,448200,39409,15232.88,480,0.041,5,896400,358560,2,0
98,22918,663,1,137100,37889,11459,420,0.043,1,219360,175488,2,1
51,51614,690,3,257500,52032,24258.58,180,0.042,5,721000,144200,3,0
55,549829,796,1,114700,39503,5498.29,180,0.035,4,298220,29822,1,1
52,31428,637,3,196400,88853,20428.2,420,0.036,0,471360,141408,2,0
89,12628,648,2,129500,43190,9849.84,180,0.036,6,246050,49210,3,0
19,35440,656,10,253800,49881,18783.2,180,0.043,0,710640,284256,2,1
77,47984,630,1,88900,30958,42705.76,420,0.043,4,204470,20447,3,0
59,31361,764,2,223100,67956,5017.76,180,0.04,0,557750,167325,3,1
23,55846,680,3,140200,46709,24013.78,360,0.04,4,350500,245350,3,1
99,918363,796,3,221600,79746,174488.97,180,0.039,4,620480,124096,2,1
28,47643,621,2,168700,61203,31920.81,480,0.044,2,438620,263172,2,1
38,14028,651,3,78200,32470,7575.12,420,0.037,1,117300,58650,1,1
21,12736,660,3,223100,67956,5858.56,480,0.038,5,356960,35696,2,0
39,10833,662,2,1000001,161848,4766.52,360,0.041,2,1500001.5,750000.75,3,1
66,42271,658,1,130200,41667,18176.53,420,0.039,2,351540,210924,3,1
20,38525,631,6,162000,50817,23885.5,360,0.042,5,324000,259200,2,0
89,43446,773,6,147600,44612,5213.52,360,0.041,1,324720,194832,2,1
72,17160,641,3,1000001,161848,15958.8,360,0.039,2,2000002,800000.8,4,0
66,88131,697,1,162000,50817,42302.88,480,0.036,1,388800,233280,1,1
40,11811,620,1,79400,29156,8976.36,420,0.045,4,150860,120688,3,0
28,35389,629,9,127800,62201,31496.21,480,0.045,0,345060,103518,3,1
73,296717,795,2,214500,44209,23737.36,360,0.038,3,600600,480480,2,1
33,48308,652,1,555700,82313,18840.12,480,0.037,3,1500390,900234,4,1
64,35469,661,1,151500,56696,16670.43,420,0.044,6,348450,243915,2,0
96,33974,654,3,115700,11368,12910.12,420,0.042,4,312390,187434,3,1
45,637829,796,1,162000,50817,12756.58,480,0.043,3,453600,362880,3,1
27,17753,651,3,207700,65692,8521.44,180,0.04,2,332320,66464,2,1
30,10096,649,2,743200,99412,7269.12,480,0.043,3,1337760,133776,2,0
82,683076,795,2,253800,49881,81969.12,360,0.041,3,736020,441612,3,1
60,13611,647,1,127800,62201,10616.58,360,0.04,1,230040,115020,3,0
72,34502,644,2,70600,26767,20011.16,420,0.044,1,190620,114372,2,1
20,52775,719,3,170000,55900,10555,420,0.045,1,476000,238000,2,1
49,514553,799,2,378400,81505,25727.65,360,0.038,2,1021680,408672,3,1
60,29776,625,4,219300,81031,19949.92,180,0.037,0,570180,342108,2,0
62,584403,781,3,155600,28949,64284.33,180,0.037,3,420120,252072,1,1
83,899228,797,3,197200,87971,26976.84,180,0.038,1,512720,205088,2,1
41,276937,793,3,403400,127348,30463.07,360,0.038,0,1169860,350958,3,1
92,33670,629,4,115700,11368,23905.7,420,0.043,1,277680,166608,3,1
56,418279,679,2,196400,88853,230053.45,480,0.04,1,589200,530280,3,1
26,827027,784,3,81000,39854,107513.51,480,0.037,4,202500,101250,1,1
97,45917,756,3,119700,48302,11938.42,480,0.039,2,323190,161595,3,1
96,32345,636,1,216600,44017,19407,360,0.042,0,476520,47652,2,1
89,39801,646,3,57500,30000,22288.56,180,0.037,0,155250,62100,2,1
100,355140,798,2,326800,85354,49719.6,480,0.045,0,947720,568632,2,1
54,49639,666,4,124500,37996,19855.6,420,0.043,5,273900,246510,2,1
59,51997,651,4,214500,44209,23918.62,420,0.035,4,493350,49335,1,1
99,278819,788,1,124500,37996,30670.09,180,0.036,3,361050,144420,1,1
29,618535,780,4,214500,44209,0,360,0.036,1,536250,107250,1,1
77,34039,622,3,190100,75421,31315.88,420,0.037,0,418220,209110,2,1
68,623954,790,1,351000,71720,112311.72,480,0.041,4,912600,456300,2,1
56,365477,785,2,171200,33630,43857.24,420,0.042,4,479360,287616,2,1
90,54527,703,1,125200,45048,14722.29,180,0.044,3,300480,60096,2,1
69,207697,783,1,120300,40751,16615.76,360,0.043,1,276690,193683,2,1
94,941827,783,8,237200,68422,0,180,0.037,0,616720,246688,1,1
29,349732,795,2,160100,49333,27978.56,360,0.037,0,448280,89656,1,1
18,681940,794,1,242900,49732,129568.6,420,0.036,1,680120,272048,1,1
28,22861,656,4,304400,55698,9373.01,180,0.04,0,487040,340928,2,1
29,53237,710,4,125200,45048,11712.14,180,0.042,4,237880,71364,2,1
76,579179,649,4,144500,57821,474926.78,360,0.038,5,390150,78030,2,0
97,58532,652,3,351000,71720,27510.04,360,0.039,0,947700,189540,2,1
73,822801,798,8,219500,59422,65824.08,360,0.042,3,658500,526800,3,1
85,44171,654,2,325800,53798,17226.69,180,0.044,5,619020,557118,3,1
54,32768,623,4,63900,21764,24248.32,180,0.037,1,134190,53676,2,1
66,28994,636,2,119700,48302,25224.78,480,0.043,2,179550,71820,2,1
80,42737,662,1,512700,68368,17522.17,360,0.041,0,1179210,707526,2,1
58,26728,663,7,74300,17174,14700.4,420,0.036,6,133740,80244,1,0
29,36255,621,2,201000,76124,26828.7,420,0.042,0,361800,289440,3,1
40,588615,641,10,137800,23494,453233.55,420,0.04,6,385840,308672,2,0
96,449602,796,4,155000,27702,13488.06,480,0.042,3,403000,161200,3,1
65,21153,632,3,273700,36791,11634.15,480,0.038,3,492660,394128,3,1
37,17254,770,10,88900,30958,3278.26,180,0.039,2,168910,33782,2,1
100,30670,664,1,147600,41948,13188.1,480,0.038,3,324720,162360,2,1
67,114350,759,3,366900,84843,33161.5,480,0.044,6,843870,506322,3,0
98,47450,656,9,144500,31865,25148.5,180,0.038,1,404600,121380,3,1
68,31376,757,3,135700,67970,9412.8,360,0.043,3,284970,28497,2,1
87,937455,781,9,257500,52032,103120.05,420,0.043,4,772500,463500,2,1
55,121593,768,1,347800,69495,15807.09,180,0.036,3,799940,319976,1,1
26,912917,782,3,223100,67956,155195.89,480,0.043,3,624680,124936,2,1
18,18930,642,4,94800,42488,18172.8,420,0.036,3,180120,90060,2,1
36,26619,633,8,139200,58247,19431.87,480,0.039,3,236640,118320,3,1
53,46178,648,1,124500,37996,38789.52,180,0.044,4,286350,143175,2,0
79,38868,781,1,179000,45098,6218.88,360,0.037,4,447500,358000,1,1
77,17326,621,3,255000,56444,12821.24,360,0.041,4,408000,204000,2,0
80,21020,667,2,283100,58707,11350.8,180,0.039,0,424650,84930,2,1
33,30429,634,4,127300,45059,23126.04,360,0.044,1,343710,103113,3,1
87,707880,792,2,304400,55698,120339.6,360,0.043,6,913200,639240,3,0
18,24238,640,4,448200,39409,15269.94,480,0.04,1,806760,80676,3,1
91,32570,632,2,84100,40742,30615.8,180,0.036,4,210250,147175,2,0
59,130931,766,1,448200,39409,40588.61,420,0.045,1,1120500,336150,2,1
55,54676,703,3,326800,85354,15856.04,180,0.043,4,653600,130720,2,1
90,15178,637,1,124500,37996,8955.02,360,0.037,3,224100,89640,3,1
74,931844,789,4,153500,45029,27955.32,360,0.037,0,383750,153500,1,1
87,10218,622,7,153500,45029,6232.98,180,0.037,2,276300,55260,2,1
22,47160,652,2,209800,81887,21693.6,180,0.037,3,566460,113292,1,1
48,15105,663,9,218000,85602,6797.25,360,0.043,2,327000,163500,3,1
33,282487,785,4,196400,88853,53672.53,480,0.045,0,510640,204256,2,1
69,15950,663,3,195000,51179,6699,180,0.038,3,370500,222300,3,1
96,31925,646,7,230700,35336,24901.5,420,0.036,4,576750,115350,2,0
95,41981,628,3,743200,99412,25608.41,480,0.045,2,1932320,579696,2,0
73,54413,717,2,240700,60407,16323.9,180,0.042,2,529540,211816,2,1
83,94440,756,10,1000001,161848,27387.6,360,0.039,0,2800002.8,2520002.52,4,0
66,21646,647,2,114700,39503,12554.68,420,0.045,3,183520,36704,2,1
49,56794,664,2,214500,44209,26693.18,360,0.038,3,407550,163020,3,1
40,48923,797,2,218000,85602,6849.22,180,0.038,5,479600,239800,2,1
74,15642,656,4,474600,85479,7821,420,0.039,3,901740,360696,2,0
62,56113,712,3,662200,99101,9539.21,180,0.038,6,1589280,1112496,4,0
50,28101,634,1,316600,64738,22761.81,180,0.043,0,506560,253280,2,1
56,22031,658,2,78200,32470,10795.19,180,0.041,3,148580,89148,3,1
56,732827,788,1,403400,127348,131908.86,360,0.039,2,1048840,314652,2,1
69,217482,793,1,219500,60977,36971.94,360,0.043,3,548750,329250,2,1
33,846980,787,4,71900,39272,152456.4,480,0.043,0,179750,17975,3,1
74,38428,764,1,420600,47358,9607,360,0.04,1,925320,832788,4,1
58,33727,623,4,70600,26767,22259.82,480,0.037,0,141200,28240,3,1
47,39857,668,3,195000,51179,17138.51,420,0.037,4,507000,354900,1,1
59,16147,752,2,162400,48428,3875.28,420,0.036,2,259840,77952,1,1
29,494129,791,3,70600,26767,88943.22,480,0.039,4,211800,42360,3,1
75,229075,786,2,237200,68422,4581.5,180,0.036,3,521840,417472,1,1
99,46538,649,2,531000,41639,26526.66,480,0.037,3,1486800,297360,2,1
90,31942,635,3,546300,52445,17887.52,360,0.043,0,1529640,611856,2,1
19,56743,717,1,474600,85479,13050.89,420,0.039,5,1186500,118650,2,1
92,17122,667,3,63900,21764,7533.68,180,0.045,0,115020,92016,2,1
86,52682,714,2,369400,85082,14224.14,360,0.044,0,849620,679696,2,1
42,728781,799,4,58500,20410,0,180,0.041,4,163800,114660,3,1
34,33158,669,1,240700,60407,16247.42,480,0.037,1,529540,158862,1,1
93,387256,788,2,257500,52032,61960.96,180,0.036,6,772500,386250,1,0
94,19456,652,1,67100,32457,8755.2,480,0.037,1,120780,12078,1,1
67,899560,798,1,253800,49881,89956,360,0.045,4,659880,131976,2,1
63,49298,625,1,304400,55698,48312.04,360,0.042,5,578360,404852,2,0
48,14570,621,1,130200,41667,13113,480,0.044,4,260400,26040,3,0
27,51663,659,2,189900,34071,21698.46,480,0.041,3,436770,349416,2,1
71,913165,786,1,115700,11368,27394.95,360,0.045,4,300820,150410,2,1
86,55542,679,1,124500,37996,24993.9,180,0.035,0,286350,114540,1,1
93,847411,788,4,351000,71720,118637.54,180,0.043,2,877500,263250,2,1
53,329757,787,1,117100,37095,19785.42,420,0.04,2,316170,63234,3,1
54,26066,638,1,214500,44209,19028.18,180,0.038,1,364650,182325,2,1
21,55782,707,2,646500,91353,15061.14,420,0.041,4,1680900,504270,2,1
77,51573,702,4,144500,31865,9283.14,480,0.042,0,317900,127160,2,1
39,46677,641,2,88300,41305,45743.46,180,0.039,5,229580,68874,3,0
94,51881,686,1,646500,91353,25421.69,480,0.041,4,1810200,543060,2,1
40,44379,629,1,216600,44017,43047.63,180,0.041,1,584820,175446,3,1
95,36198,652,1,216600,44017,15203.16,420,0.041,2,541500,324900,2,1
64,759316,795,2,119400,43935,98711.08,480,0.044,4,310440,62088,3,1
18,24565,630,1,268300,59574,21125.9,180,0.039,0,456110,273666,3,1
100,57711,692,4,285000,46312,23084.4,180,0.036,6,741000,296400,1,0
94,577118,785,1,250200,59358,86567.7,420,0.043,0,725580,435348,3,1
86,25190,621,8,144500,31865,20655.8,420,0.039,0,274550,27455,2,1
75,55139,684,1,137100,37889,26466.72,180,0.036,3,342750,205650,1,1
54,477681,792,4,726500,63739,42991.29,360,0.04,3,1888900,755560,2,1
43,41462,651,4,330300,82746,21560.24,480,0.045,2,627570,62757,2,1
25,26115,637,9,162400,48428,19325.1,360,0.043,5,292320,116928,3,0
92,28393,766,2,88300,41305,8801.83,420,0.038,3,158940,127152,3,1
58,108977,695,3,240000,51136,56668.04,180,0.038,1,456000,273600,2,1
31,21697,652,3,140200,46709,8895.77,360,0.037,5,210300,126180,1,0
53,415618,796,2,304400,55698,8312.36,180,0.04,1,791440,712296,2,1
76,34984,757,10,255000,56444,3848.24,420,0.044,1,663000,464100,3,1
93,37977,654,4,219300,81031,14811.03,180,0.042,5,460530,276318,2,1
56,30363,638,2,119700,48302,25504.92,360,0.042,3,299250,149625,2,1
71,11166,628,3,127800,62201,10161.06,360,0.037,3,204480,163584,3,0
29,57074,704,2,162400,48428,15980.72,420,0.037,2,438480,263088,1,1
89,96118,666,3,283100,58707,37486.02,480,0.037,6,537890,161367,1,0
22,465087,781,2,231900,75572,55810.44,360,0.038,4,602940,120588,2,1
93,171172,752,3,230700,35336,32522.68,480,0.036,4,484470,242235,1,1
40,30601,786,3,546300,52445,2448.08,480,0.037,5,1311120,655560,1,1
18,34676,668,2,216600,44017,16297.72,480,0.037,0,584820,409374,1,1
61,34847,641,2,178600,64930,30316.89,180,0.044,1,482220,289332,3,1
66,116403,759,9,155600,28949,34920.9,420,0.045,1,280080,84024,2,1
18,40208,623,3,189900,34071,29753.92,180,0.041,3,531720,319032,2,1
71,21089,630,2,81000,39854,17503.87,480,0.039,4,121500,85050,2,0
61,48293,799,2,135700,67970,3863.44,360,0.036,5,352820,141128,1,1
54,35305,629,1,283900,80235,29656.2,360,0.04,5,511020,306612,2,0
23,56645,678,2,135900,44563,25490.25,480,0.036,2,326160,97848,1,1
28,404338,787,2,283100,58707,8086.76,360,0.043,0,820990,738891,3,1
84,11159,622,2,304400,55698,6472.22,480,0.042,5,517480,413984,2,0
49,218025,784,4,63900,21764,30523.5,360,0.038,0,146970,29394,2,1
83,29051,635,3,128400,42284,16268.56,420,0.043,3,359520,71904,3,1
71,764646,782,1,531000,41639,145282.74,180,0.04,5,1433700,716850,2,1
21,290158,787,4,129500,43190,55130.02,420,0.041,0,362600,72520,3,1
93,41291,641,4,202100,61672,35097.35,480,0.044,5,545670,163701,2,0
58,37679,633,2,299400,87288,27882.46,420,0.035,1,688620,550896,3,0
59,37028,628,4,127800,62201,21476.24,360,0.036,1,281160,84348,2,1
80,188539,625,4,242500,73424,135748.08,420,0.037,1,582000,465600,2,1
97,53630,701,4,155600,28949,8580.8,360,0.039,4,311200,248960,2,1
78,131805,755,2,70600,26767,22406.85,180,0.039,6,183560,55068,2,0
63,43543,638,4,94700,44174,41801.28,480,0.04,5,227280,181824,2,0
18,11052,626,1,221600,79746,10167.84,480,0.042,0,398880,119664,2,0
48,32479,653,2,147600,41948,14615.55,420,0.04,1,280440,224352,3,1
42,104968,677,2,230700,35336,52484,420,0.039,3,599820,539838,2,1
41,635124,791,4,137100,37889,31756.2,420,0.038,2,356460,285168,2,1
86,141029,778,2,80800,33648,32436.67,480,0.04,5,177760,142208,2,1
83,20931,661,4,420600,47358,10465.5,360,0.038,4,841200,504720,2,1
33,702171,782,4,189600,51744,98303.94,360,0.041,2,549840,219936,2,1
29,30488,667,1,57500,30000,12804.96,360,0.042,1,109250,98325,3,1
98,27757,799,1,111700,33558,4718.69,180,0.04,1,189890,132923,3,1
97,253612,783,2,140200,46709,48186.28,360,0.039,2,350500,245350,2,1
57,479808,784,3,117100,37095,33586.56,360,0.04,1,339590,203754,3,1
48,43214,657,3,1000001,161848,21174.86,360,0.043,0,1800001.8,180000.18,2,0
18,29881,659,3,119700,48302,14342.88,180,0.036,5,263340,210672,1,0
86,25550,622,1,147600,44612,19929,360,0.04,0,295200,59040,2,1
94,53550,661,4,104500,30678,27310.5,360,0.041,6,209000,167200,3,0
73,58539,661,3,170000,55900,26927.94,180,0.037,2,323000,258400,1,1
30,14926,652,4,143500,73729,7910.78,420,0.038,0,215250,64575,2,0
40,51139,696,4,403800,32945,20455.6,180,0.035,4,1090260,763182,1,1
54,725765,796,2,120300,40751,29030.6,180,0.04,2,312780,250224,3,1
38,46789,667,2,144500,57821,21055.05,480,0.036,0,390150,234090,1,1
89,794980,790,2,326800,85354,151046.2,420,0.045,0,849680,594776,2,1
95,254204,795,4,127300,45059,20336.32,420,0.04,2,369170,184585,3,1
54,52602,651,3,240000,51136,27879.06,180,0.037,6,648000,388800,1,0
78,46657,657,2,102600,41626,24261.64,480,0.036,6,194940,38988,1,0
55,581714,645,4,240700,60407,529359.74,180,0.038,1,625820,438074,2,1
21,89834,714,3,162300,49563,26950.2,480,0.037,5,373290,298632,1,1
82,17067,669,4,231900,75572,6656.13,360,0.045,5,440610,308427,2,1
78,59936,737,2,179000,45098,8990.4,360,0.039,0,411700,247020,2,1
93,14064,644,1,138000,51830,13642.08,360,0.045,2,276000,82800,2,1
50,181997,777,3,219300,81031,29119.52,480,0.041,3,504390,201756,3,1
67,321433,635,4,385100,84905,186431.14,360,0.041,5,1116790,223358,3,0
84,16849,623,2,178600,64930,15164.1,480,0.04,3,321480,160740,2,0
